individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
52;47;59;34;56;73;39;52;49;48;42;37;73;74;67;62;76;62;65;15;50;51;76;67;76;75;52;51;62;67;68;54;76;68;51;48;72;71;50;35;62;67;56;52;76;76;54;65;62;67;57;60;71;56;73;65;54;50;34;50;36;68;76;46;62;76;52;76;76;56;67;50;76;62;69;72;76;71;51;56;50;42;57;57;69;69;40;79;42;67;51;48;48;79;62;59;51;51;62;63
58;56;64;65;77;72;62;66;74;69;48;40;56;76;51;52;15;51;51;54;74;69;55;60;53;57;73;70;74;70;57;58;51;42;65;67;51;51;70;71;73;75;48;56;70;36;56;42;37;71;69;72;76;51;70;73;65;21;47;47;63;62;56;60;44;61;50;73;76;76;61;65;51;54;71;51;59;38;14;9;40;58;49;49;58;53;72;54;76;69;53;54;73;76;67;53;50;67;37;62
79;51;76;63;57;55;63;69;65;39;57;76;65;62;63;59;53;60;71;76;35;76;49;42;59;53;67;65;75;37;34;53;46;54;54;52;54;63;54;58;54;68;76;76;75;49;36;71;52;53;64;59;40;15;56;56;59;62;64;18;76;67;76;63;37;33;64;60;69;54;72;76;68;65;50;49;49;72;76;51;67;67;72;67;54;56;55;57;36;52;43;41;45;50;67;72;64;70;52;68
71;55;66;75;60;53;67;76;73;72;76;72;62;56;63;75;62;45;37;68;62;62;64;66;62;37;52;52;53;60;67;51;72;75;65;51;49;62;61;51;61;54;56;43;47;71;67;58;60;52;35;56;50;76;72;72;49;48;71;42;49;76;63;59;76;72;70;75;40;67;48;57;70;45;73;76;51;71;35;59;68;71;51;36;68;75;74;74;50;50;67;76;37;35;64;39;48;76;55;54
30;71;50;51;52;60;63;36;46;55;76;76;48;62;76;76;76;76;42;41;40;76;54;35;53;43;59;51;66;70;51;50;30;76;50;34;72;67;68;75;59;65;76;51;76;8;71;69;51;67;53;72;62;65;51;50;50;76;51;50;68;63;18;61;59;54;69;69;76;56;59;66;65;15;72;68;51;75;68;50;75;69;62;62;76;36;65;56;71;62;42;62;55;60;54;76;37;62;76;76
51;55;76;37;36;71;70;50;47;35;46;36;49;50;71;76;67;76;60;56;76;67;48;65;50;37;51;68;63;62;63;48;75;66;66;75;74;67;72;76;15;76;67;67;76;62;71;46;67;52;76;67;49;67;61;51;52;39;68;76;59;65;76;62;76;54;55;54;76;71;62;62;76;36;71;47;57;38;60;62;52;67;37;36;65;35;60;52;64;59;54;49;52;65;40;47;67;49;59;62
66;64;44;25;65;50;52;51;68;64;48;50;74;70;72;71;72;65;62;67;72;57;73;61;37;67;76;42;34;59;50;67;61;48;54;76;60;55;71;73;65;74;62;76;22;29;76;34;65;71;73;57;48;71;76;67;76;50;67;62;48;50;54;37;73;50;76;48;71;65;54;51;73;35;67;48;76;76;73;73;75;73;15;76;8;37;67;63;76;36;71;72;67;49;55;36;71;76;51;56
56;76;49;56;62;66;65;58;67;56;71;49;49;36;73;70;76;67;76;70;76;36;73;75;48;40;67;34;58;64;50;49;59;46;50;35;54;51;56;56;76;50;65;42;71;76;76;49;69;49;71;76;58;55;42;67;66;63;68;36;66;51;46;43;76;76;60;74;39;71;48;49;71;59;56;66;51;8;76;37;50;36;50;53;37;76;68;64;40;60;36;65;59;73;68;62;67;51;76;70
37;66;75;68;57;25;76;73;76;76;67;65;55;49;46;63;76;50;65;38;50;59;49;42;70;71;70;66;76;37;47;76;77;72;72;35;76;66;69;67;58;76;71;47;76;76;61;56;59;49;73;36;61;57;33;50;68;49;63;48;66;50;56;53;61;51;76;71;49;48;76;51;50;69;51;72;76;71;58;69;51;70;76;76;65;51;53;62;74;69;52;60;67;71;68;76;67;75;76;76
70;51;69;73;72;62;69;50;50;76;63;59;22;62;73;75;75;64;56;64;48;51;67;67;52;33;70;56;76;76;76;76;72;37;73;36;56;51;53;55;76;76;64;70;47;50;61;63;73;49;73;71;41;66;71;37;52;61;40;66;63;63;64;51;67;76;71;15;62;76;47;70;65;51;63;65;50;48;70;71;73;49;35;65;51;73;51;72;53;54;71;72;54;67;54;8;50;50;76;51
54;58;68;73;75;74;59;56;70;50;68;69;49;36;48;57;54;67;70;62;58;59;62;76;65;58;67;15;67;35;73;74;67;67;76;70;51;36;49;62;67;71;71;49;56;53;70;69;72;62;35;62;76;46;39;73;48;54;72;65;51;39;50;50;65;76;72;65;76;76;66;36;51;50;15;36;67;75;71;72;50;76;44;43;63;62;47;51;36;76;49;53;73;73;62;8;73;62;68;50
57;75;76;36;39;43;76;67;76;66;61;56;49;51;50;48;61;55;39;52;62;50;50;51;49;51;67;76;65;56;46;43;38;69;48;53;57;54;8;51;36;34;71;71;67;76;49;76;75;75;49;67;49;59;66;36;76;15;63;65;76;76;76;51;71;36;37;76;62;70;56;56;55;51;76;76;47;36;73;76;67;76;67;74;52;61;49;72;50;66;68;50;65;68;37;62;67;65;36;70
