AggressivenessPct;ScaryPct;Speed;MaxVitality;Strength;MaxEnergy;SightDistance;FieldOfViewDregrees;SmellingHearingRadius;SeeingPriorityPct
27,13333;47,50001;142,3;14628,9;1;1;80,03333;103,1667;36,73333;2,4
27,1;46,7;142,0333;14639,03;1;1;79,99999;104,8667;36,5;2,266667
27,1;46,20001;142;14621,77;1;1;80,06667;105,1667;35,76666;2,433333
26,26667;46,23334;141,6666;14612,47;1;1;80,06667;102,9333;35,66668;2,633333
26,73334;47,7;141,6667;14622,27;1;1;80,13333;102,6667;36,60001;2,5
26,5;49,76667;141,9667;14625,3;1;1;80,1;104,5667;36,16666;2,4
26,93333;48,10001;142,0333;14614,3;1;1;80,16666;104,5667;34,76666;2,6
26,53334;49,16668;142,1;14617,8;1;1;80,03333;103,4;35,03334;2,666666
26,73334;47,43335;142,2667;14631,17;1;1;80,13333;103,6;36,56667;2,266667
27,03333;46,80001;142,3333;14633,84;1;1;79,99999;103,8;36,63333;2,266666
26,26667;48,10001;141,8667;14623,84;1;1;80,06666;102,2333;36,66666;2,366667
26,76667;47,20001;142,1333;14640,87;1;1;80,06666;105,0333;36,8;2,2
26,86666;47,33334;142,1333;14636,67;1;1;80,03333;102,9667;37,13333;2,333333
26,8;46,90001;142,2333;14634,4;1;1;80,03333;104,3667;37,40001;2,133333
26,7;49,26667;141,7667;14615,37;1;1;80,03333;103,7667;35,5;2,633333
26,9;46,5;141,8;14612,04;1;1;79,99999;101,9333;35,7;2,6
26,76667;47,83334;142,0333;14622,23;1;1;79,99999;103,5667;36,73333;2,533333
26,2;49,00001;141,9333;14605,6;1;1;80,1;104,2;34,1;2,733333
26,6;47,76667;141,7333;14619,74;1;1;80,06666;104,6;36,2;2,533333
26,23333;48,13334;141,9667;14612,17;1;1;80,06667;103,9667;35,56667;2,466667
26,2;48,5;141,7333;14610,3;1;1;80,1;104,2667;35,23334;2,766666
26,6;48,63335;142,0333;14620,17;1,033334;1;80,06667;103,7667;36,13334;2,533333
26,53333;47,80001;142,1333;14617,17;1;1;80,03333;103,2667;35,9;2,5
26,7;49,30001;142,1;14619,5;1;1;80,03333;104,4;35,33334;2,566666
26,43333;49,10001;142,2;14631,1;1;1;80,06666;104,1333;36,40001;2,433333
27;47,33334;142;14624,3;1;1;80,06667;105,4333;36,63333;2,5
26,3;49,30001;142;14614,9;1;1;80,03333;104,5667;36,63333;2,6
26,2;48,93334;141,8333;14612,27;1;1;80,06667;104,8333;35,13333;2,733333
26,26667;49,96668;142,0667;14610,83;1;1;79,99999;103,5333;35,63334;2,766666
26,6;47,96667;141,8666;14620,24;1;1;80,03333;103,9667;35,8;2,5
26,63333;49,43335;142,1;14624,6;1;1;80,03333;104,5;36,43333;2,533333
26,46667;47,23335;141,9;14614,83;1;1;80,03333;103,7333;36,06667;2,566667
26,86666;48,76668;142,1667;14615,27;1;1;79,99999;105,2667;36,03334;2,466666
26,76667;47,06668;142,0667;14619,67;1;1;80,06666;104,3667;36,63333;2,533333
26,73333;48,16667;141,9667;14610,57;1;1;79,99999;104,4;35,73334;2,733333
27,2;47,56668;142,1667;14619,8;1;1;79,99999;105,2667;36,6;2,433333
26,7;48,06668;141,9;14615,3;1;1;80,03333;104,5333;36,86666;2,6
26,5;48,23334;142,1;14610,74;1;1;80,03333;104,7333;34,86667;2,7
26,06667;50,26667;142,1667;14625,13;1;1;80,03333;105,0333;34,66668;2,566666
26,3;49,36667;142,2;14606,34;1;1;80,03333;103,8333;35,9;2,633333
26,3;48,83334;142,0667;14614,67;1;1;80,03333;104,3667;35,66667;2,6
26,6;47,36666;142,2;14627,23;1;1;79,99999;103,8667;37,66667;2,333333
26,66667;48,03334;141,8333;14610,2;1;1;80,03333;104,3;35,66666;2,7
26,76667;46,96667;142,2667;14626,87;1;1;79,99999;103,7667;36,96667;2,266667
26,2;48,96668;141,9;14613,07;1;1;79,99999;103,9333;36,63334;2,6
26,7;47,43334;142,1333;14619,37;1;1;80,03333;104,0333;36,9;2,433333
26,63333;48,80001;141,9666;14612,5;1;1;79,99999;104,4;36,13334;2,666667
26,46667;49,86667;142,0333;14625,1;1;1;79,99999;105,6333;35,20001;2,533333
26,4;49,66668;142,2333;14624,14;1;1;80,06667;104,9;35,70001;2,333333
26,66667;47,23335;141,9;14610,5;1;1;79,99999;104,1667;35,66667;2,666666
26,56667;47,63334;142,0333;14617,8;1;1;79,99999;104,4;37,43334;2,4
26,46667;48,93334;142,0667;14610,37;1;1;80,03333;104,1667;37,56667;2,533333
26,23333;48,13334;141,9333;14608,37;1;1;79,99999;104,2333;36,33334;2,733333
26,93333;45,30001;142,1333;14626,27;1;1;80,03333;103,6;37,6;2,366667
26,53333;48,13334;142,3667;14626,97;1;1;79,99999;104,1333;36,93333;2,233334
26,3;49,33334;142,1333;14607,67;1;1;79,99999;104,4;35,90001;2,566666
26,43333;47,93334;142,1;14610,54;1;1;79,93333;102,9667;37,7;2,5
26,36667;48,83334;142,2;14451,17;1;1;79,99999;103,5;35,03333;2,733333
26,5;49,26668;142;14610;1;1;80,06666;103,9333;36,63334;2,633333
26,36667;49,36668;142,1667;14619,67;1;1;80,03333;105,0333;36,56667;2,533333
26,43334;47,70001;142,0333;14619,37;1;1;79,99999;102,8667;37,06667;2,599999
26,53334;48,73335;142,2333;14621,84;1;1;80,03333;104,4666;36,73333;2,466666
27,06667;45,26667;142,3;14619,04;1;1;80,03333;103,9;36,96666;2,333333
26,46667;49,36668;142,4;14622,1;1;1;79,99999;104,3333;36,96667;2,4
26,8;48,36667;141,9;14614,57;1;1;79,99999;104,9;36,53334;2,6
26,36667;49,20001;142,0333;14622,04;1;1;79,99999;103,1667;38,16667;2,5
26,56667;49,36668;142,1667;14627,07;1;1;79,99999;104,1333;35,83334;2,3
