individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29
14601;14603;14600;14600;14604;14600;14600;14600;14620;14648;14600;14604;14601;14601;14600;14600;14600;14600;14600;14600;14600;14600;14600;14744;14600;14600;14600;14600;14600;14604
14600;14604;14604;14600;14601;14604;14603;14601;14600;14600;14600;14600;14601;14602;14604;14600;14602;14606;14600;14600;14668;14744;14600;14600;14602;14602;14600;14668;14600;14600
14600;14604;14600;14600;14603;14601;14668;14600;14600;14604;14601;14600;14601;14600;14600;14600;14602;14606;14600;14600;14603;14600;14604;14607;14600;14600;14600;14600;10031;14600
14600;14600;14600;14600;14600;14600;14604;14600;14619;14653;14601;14600;14600;14600;14600;14603;14659;14609;14744;14601;14600;14601;14604;14601;14600;14601;14600;14600;14600;14600
14601;14600;14604;14604;14600;14600;14668;14668;14600;14600;14600;14744;14603;14603;14601;14744;14656;14688;14600;14600;14603;14601;14601;14600;14600;14600;14600;14600;14601;14600
14603;14601;14602;14602;14602;14600;14600;14600;14600;14600;14601;14601;14701;14711;14653;14615;14600;14600;14600;14600;14600;14744;14675;14669;14600;14600;14600;14600;14601;14600
14600;14601;14600;14600;14600;14668;14744;14600;14600;14744;14601;14603;14603;14668;14600;14604;14601;14602;14668;14600;14600;14600;14601;14600;14603;14600;14600;14600;14719;14625
14603;14604;14664;14604;14668;14600;14699;14713;14600;14600;14600;14600;14603;14600;14602;14602;14601;14600;14668;14600;14601;14600;14668;14600;14600;14600;14600;14603;14600;14668
14601;14600;14668;14668;14600;14600;14602;14602;14744;14600;14607;14600;14600;14601;14744;14600;14604;14601;14600;14744;14600;14604;14600;14600;14611;14657;14600;14600;14604;14601
14601;14600;14690;14654;14604;14667;14602;14602;14600;14604;14646;14622;14600;14600;14601;14600;14600;14600;14600;14600;14600;14601;14600;14600;14600;14600;14668;14607;14668;14600
14633;14635;14653;14698;14679;14665;14668;14600;14600;14600;14600;14600;14601;14603;14600;14600;14600;14600;14601;14607;14600;14604;14601;14600;14600;14668;14600;14601;14600;14744
14600;14744;14622;14722;14668;14668;14600;14600;14600;14744;14666;14681;14600;14601;14600;14600;14600;14600;14607;14601;14601;14600;14600;14604;14600;14607;14600;14607;14667;14602
