individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
61;65;66;55;68;40;50;49;51;64;50;61;52;51;61;54;70;67;68;68;40;41;46;64;54;61;66;51;69;73;66;64;67;66;42;63;71;40;62;40;67;66;68;41;58;40;65;66;40;48;72;70;67;60;40;67;59;43;67;48;68;66;69;63;68;52;56;57;44;55;47;43;72;40;70;62;63;66;68;67;47;43;60;62;69;41;51;74;68;47;72;74;61;65;67;48;48;61;64;54
64;40;42;60;42;45;64;67;66;40;67;68;70;41;67;59;59;51;64;51;55;67;54;52;46;58;70;40;70;67;68;67;61;61;68;66;40;64;53;52;64;40;41;42;66;43;66;67;37;65;64;70;64;70;66;67;51;40;66;66;44;58;55;51;68;50;40;55;54;60;50;40;68;66;51;41;52;50;56;67;69;67;62;59;70;70;52;67;67;72;56;44;57;52;74;40;40;55;48;64
66;51;40;55;62;72;40;40;43;63;67;68;67;68;72;66;43;69;59;50;51;40;40;59;65;68;60;57;74;40;67;59;45;53;57;64;61;56;45;58;72;66;65;52;48;68;60;55;59;46;44;58;44;64;66;56;70;67;49;66;52;48;40;66;66;56;48;42;67;66;64;37;52;64;67;67;65;52;69;69;43;66;66;67;46;62;66;40;56;58;51;64;72;72;43;55;66;48;65;67
55;53;68;66;64;64;44;63;67;55;41;67;66;64;40;65;53;46;65;40;69;51;40;58;67;55;72;70;42;65;52;50;62;69;66;67;50;42;55;52;61;69;66;65;40;40;59;60;54;51;51;51;48;64;61;47;67;62;48;65;51;50;69;41;72;68;65;44;51;66;67;68;47;65;38;42;41;67;70;40;52;69;68;70;69;63;61;66;68;67;67;67;64;61;51;48;67;71;66;51
57;47;40;68;69;69;67;67;41;72;40;41;70;55;55;64;67;66;51;67;66;66;70;58;37;42;52;46;55;57;40;52;55;66;69;67;66;61;43;63;52;50;72;67;63;53;54;53;50;66;66;51;67;66;63;54;66;64;51;48;66;43;40;55;40;40;68;40;67;40;50;40;55;55;47;60;63;57;64;55;70;41;55;51;67;41;61;55;74;70;62;64;67;42;62;66;68;66;66;70
66;67;44;48;51;68;47;58;52;69;47;47;49;41;62;45;44;61;66;55;56;53;67;58;52;66;42;69;44;54;55;67;63;56;42;53;72;55;66;40;60;56;64;70;50;61;51;43;61;55;65;42;60;59;64;53;68;64;62;59;74;40;67;67;64;64;48;51;69;69;50;59;40;40;42;49;56;48;63;66;51;40;62;53;67;55;62;67;68;72;41;66;56;45;66;65;51;54;56;59
40;67;65;53;66;70;51;65;67;40;65;60;58;66;40;40;66;67;64;55;67;68;67;41;67;68;51;57;43;55;64;68;40;66;74;40;56;60;67;40;63;60;67;51;67;66;55;48;67;68;43;62;67;66;64;59;67;67;64;52;42;51;68;43;70;40;66;50;62;67;42;53;68;40;68;66;68;68;47;57;56;60;64;52;55;55;67;66;74;64;55;70;50;66;40;62;59;67;65;62
52;72;67;40;56;50;53;61;40;67;66;66;63;65;51;66;55;62;69;65;40;70;54;63;67;55;62;43;64;64;62;64;67;67;44;63;65;63;64;67;70;64;67;40;67;68;70;43;72;65;67;51;64;56;64;43;54;56;55;62;65;65;51;55;65;66;41;64;61;59;65;66;42;42;70;65;68;66;46;53;65;68;66;58;58;64;67;61;68;58;40;40;51;62;64;66;67;70;66;63
51;62;40;68;57;64;67;67;53;60;40;51;42;58;37;40;68;62;55;64;70;64;63;59;66;56;67;66;55;65;40;66;74;40;72;64;61;63;67;67;40;72;40;40;63;63;59;47;48;59;67;68;62;55;60;66;47;44;52;63;58;63;68;66;40;40;66;40;64;50;66;69;67;67;41;66;65;44;60;60;68;66;59;58;59;66;58;54;55;51;58;62;72;51;64;62;68;55;59;67
62;58;68;66;66;67;41;65;52;64;64;64;67;67;62;68;67;70;43;50;64;55;67;58;51;68;64;68;50;66;55;65;66;67;41;40;38;39;64;53;42;46;64;67;66;67;71;63;67;65;68;48;66;65;64;49;53;62;59;41;54;51;56;61;67;67;40;68;68;67;66;67;68;67;54;48;70;69;53;53;51;56;68;68;62;56;65;67;55;51;43;41;40;40;66;58;40;55;40;40
65;50;67;66;67;66;68;67;64;68;62;67;40;66;66;68;55;54;40;40;66;40;67;70;51;52;68;67;68;67;40;67;40;67;40;40;46;45;40;67;51;51;46;42;52;64;51;44;55;61;70;52;55;52;55;66;40;70;50;67;66;37;69;69;55;61;51;64;69;68;68;66;55;61;66;51;67;50;59;67;45;62;62;40;58;62;66;65;66;66;59;65;59;55;67;67;67;67;40;67
56;42;67;65;66;66;52;68;58;60;52;53;66;55;67;50;59;43;68;65;67;66;61;70;43;66;55;54;47;41;41;65;66;41;40;72;70;70;74;41;53;68;62;43;68;40;45;63;40;41;66;67;52;62;67;67;57;65;55;65;66;67;40;67;60;57;55;55;74;50;48;70;67;59;66;67;58;67;58;57;63;60;48;40;55;51;65;68;57;47;68;67;74;74;40;55;67;66;74;68
71;73;66;72;51;58;65;67;58;66;52;65;60;60;67;64;46;44;66;67;51;51;61;58;65;67;64;48;60;44;57;61;40;41;74;64;48;63;55;64;43;61;68;51;58;61;59;54;55;55;40;58;41;50;40;67;68;66;72;70;51;54;70;69;69;62;67;41;60;54;67;51;68;40;51;59;66;65;64;65;65;42;51;67;70;66;67;66;50;64;65;55;74;67;70;50;51;52;48;40
